"STUDYID","DOMAIN","USUBJID","SUBJID","RFSTDTC","RFENDTC","SITEID","BRTHDTC","AGE","AGETXT","AGEU","SEX","SPECIES","STRAIN","SBSTRAIN","ARMCD","ARM","SETCD"
"GLP003","DM","107001384","1114","2007-06-12","2007-07-24T09:55:21",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001423","1115","2007-06-12","2007-07-24T09:55:34",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001529","1201","2007-06-14","2007-07-12T10:59:20",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001528","1202","2007-06-14","2007-07-12T10:59:25",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001576","1203","2007-06-14","2007-07-12T10:59:30",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001616","1204","2007-06-14","2007-07-12T10:59:36",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001500","1205","2007-06-14","2007-07-12T10:59:52",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001535","1206","2007-06-14","2007-07-13T10:34:17",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001647","1207","2007-06-14","2007-07-13T10:34:22",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001592","1208","2007-06-14","2007-07-13T10:34:28",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001569","1209","2007-06-14","2007-07-13T10:34:33",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001537","1210","2007-06-14","2007-07-13T10:34:45",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","1"
"GLP003","DM","107001594","1211","2007-06-14","2007-07-26T11:39:11",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001619","1212","2007-06-14","2007-07-26T11:39:18",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001518","1213","2007-06-14","2007-07-26T11:39:25",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001538","1214","2007-06-14","2007-07-26T11:39:32",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001581","1215","2007-06-14","2007-07-26T11:39:38",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1R","Recovery Control Vehicle","1"
"GLP003","DM","107001469","2101","2007-06-12","2007-07-10T11:33:05",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001425","2102","2007-06-12","2007-07-10T11:33:11",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001440","2103","2007-06-12","2007-07-10T11:33:17",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001419","2104","2007-06-12","2007-07-10T11:33:24",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001437","2105","2007-06-12","2007-07-10T11:33:35",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001415","2106","2007-06-12","2007-07-11T09:40:28",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001368","2107","2007-06-12","2007-06-17T10:37:16",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001455","2108","2007-06-12","2007-07-11T09:40:39",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001470","2109","2007-06-12","2007-07-11T09:41:50",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001456","2110","2007-06-12","2007-07-11T09:41:58",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001351","2111","2007-06-12","2007-07-24T09:55:49",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001382","2112","2007-06-12","2007-07-24T09:56:00",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001362","2113","2007-06-12","2007-07-24T09:56:08",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001363","2114","2007-06-12","2007-07-24T09:56:14",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001473","2115","2007-06-12","2007-07-24T09:56:27",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001525","2201","2007-06-14","2007-07-12T11:00:05",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001541","2202","2007-06-14","2007-07-12T11:00:11",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001579","2203","2007-06-14","2007-07-12T11:00:15",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001534","2204","2007-06-14","2007-07-12T11:00:23",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001629","2205","2007-06-14","2007-06-21T09:21:28",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001511","2206","2007-06-14","2007-07-12T11:00:28",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001620","2207","2007-06-14","2007-07-13T10:34:49",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001641","2208","2007-06-14","2007-07-13T10:35:01",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001602","2209","2007-06-14","2007-07-13T10:35:06",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001513","2210","2007-06-14","2007-07-13T10:35:11",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2","Control Water","2"
"GLP003","DM","107001556","2211","2007-06-14","2007-07-26T11:39:44",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001561","2212","2007-06-14","2007-07-26T11:39:50",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001559","2213","2007-06-14","2007-07-26T11:40:03",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001609","2214","2007-06-14","2007-07-26T11:40:10",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001563","2215","2007-06-14","2007-07-26T11:40:16",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"2R","Recovery Control Water","2"
"GLP003","DM","107001441","3101","2007-06-12","2007-07-10T11:33:44",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001488","3102","2007-06-12","2007-07-10T11:33:52",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001431","3103","2007-06-12","2007-07-10T11:33:58",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001394","3104","2007-06-12","2007-07-10T11:34:03",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001480","3105","2007-06-12","2007-07-10T11:34:10",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001411","3106","2007-06-12","2007-07-11T09:42:17",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001433","3107","2007-06-12","2007-07-11T09:42:23",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001375","3108","2007-06-12","2007-07-11T09:42:29",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001381","3109","2007-06-12","2007-07-11T09:42:34",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001416","3110","2007-06-12","2007-07-11T09:42:42",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001386","3111","2007-06-12","2007-07-24T09:56:34",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001379","3112","2007-06-12","2007-07-24T09:56:40",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001432","3113","2007-06-12","2007-07-24T09:56:46",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001478","3114","2007-06-12","2007-07-24T09:56:52",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001491","3115","2007-06-12","2007-07-24T09:56:57",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001570","3201","2007-06-14","2007-07-12T11:00:35",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001618","3202","2007-06-14","2007-07-12T11:00:41",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001520","3203","2007-06-14","2007-07-12T11:00:47",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001553","3204","2007-06-14","2007-07-12T11:00:52",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001540","3205","2007-06-14","2007-07-12T11:01:03",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001562","3206","2007-06-14","2007-07-13T10:35:17",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001631","3207","2007-06-14","2007-07-13T10:35:26",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001499","3208","2007-06-14","2007-07-13T10:35:32",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001552","3209","2007-06-14","2007-07-13T10:35:38",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001505","3210","2007-06-14","2007-07-13T10:35:45",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3","Low Dose","3"
"GLP003","DM","107001637","3211","2007-06-14","2007-07-26T11:40:23",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001612","3212","2007-06-14","2007-07-26T11:40:29",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001574","3213","2007-06-14","2007-07-26T11:40:38",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001519","3214","2007-06-14","2007-07-26T11:40:47",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001589","3215","2007-06-14","2007-07-26T11:40:53",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"3R","Recovery Low Dose","3"
"GLP003","DM","107001447","4101","2007-06-12","2007-07-10T11:34:15",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001414","4102","2007-06-12","2007-07-10T11:34:28",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001400","4103","2007-06-12","2007-07-10T11:34:34",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001454","4104","2007-06-12","2007-07-10T11:34:45",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001393","4105","2007-06-12","2007-07-10T11:34:51",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001355","4106","2007-06-12","2007-07-11T09:42:56",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001426","4107","2007-06-12","2007-07-11T09:43:01",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001424","4108","2007-06-12","2007-07-11T09:43:10",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001438","4109","2007-06-12","2007-07-11T09:43:20",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001404","4110","2007-06-12","2007-07-11T09:43:29",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001482","4111","2007-06-12","2007-07-24T09:57:03",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001486","4112","2007-06-12","2007-07-24T09:57:08",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001398","4113","2007-06-12","2007-07-24T09:57:18",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001445","4114","2007-06-12","2007-07-24T09:57:25",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001399","4115","2007-06-12","2007-07-24T09:57:31",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001583","4201","2007-06-14","2007-07-12T11:01:10",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001517","4202","2007-06-14","2007-07-12T11:01:14",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001545","4203","2007-06-14","2007-07-12T11:01:23",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001547","4204","2007-06-14","2007-07-12T11:01:28",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001627","4205","2007-06-14","2007-07-12T11:01:34",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001565","4206","2007-06-14","2007-07-13T10:35:50",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001643","4207","2007-06-14","2007-07-13T10:35:55",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001515","4208","2007-06-14","2007-07-13T10:35:59",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001521","4209","2007-06-14","2007-07-13T10:36:09",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001508","4210","2007-06-14","2007-07-13T10:36:16",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4","Intermediate Dose","4"
"GLP003","DM","107001584","4211","2007-06-14","2007-07-26T11:40:59",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001566","4212","2007-06-14","2007-07-26T11:41:09",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001644","4213","2007-06-14","2007-07-26T11:41:17",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001587","4214","2007-06-14","2007-07-26T11:41:25",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001638","4215","2007-06-14","2007-07-26T11:41:37",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"4R","Recovery Intermediate Dose","4"
"GLP003","DM","107001449","5101","2007-06-12","2007-07-10T11:34:58",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001392","5102","2007-06-12","2007-07-10T11:35:05",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001495","5103","2007-06-12","2007-07-10T11:35:11",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001391","5104","2007-06-12","2007-07-10T11:35:17",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001477","5105","2007-06-12","2007-07-10T11:35:22",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001369","5106","2007-06-12","2007-07-11T09:43:40",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001461","5107","2007-06-12","2007-07-11T09:45:57",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001376","5108","2007-06-12","2007-07-11T09:46:10",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001420","5109","2007-06-12","2007-07-11T09:46:20",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001350","5110","2007-06-12","2007-07-11T09:46:40",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001474","5111","2007-06-12","2007-07-24T09:57:41",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001446","5112","2007-06-12","2007-07-24T09:57:48",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001485","5113","2007-06-12","2007-07-24T09:58:00",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001435","5114","2007-06-12","2007-07-24T09:58:20",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001383","5115","2007-06-12","2007-07-24T09:58:27",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001533","5201","2007-06-14","2007-07-12T11:01:39",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001617","5202","2007-06-14","2007-07-12T11:01:46",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001578","5203","2007-06-14","2007-07-12T11:01:51",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001571","5204","2007-06-14","2007-07-12T11:02:02",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001532","5205","2007-06-14","2007-07-12T11:02:07",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001522","5206","2007-06-14","2007-07-13T10:36:21",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001610","5207","2007-06-14","2007-07-13T10:36:34",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001504","5208","2007-06-14","2007-07-13T10:36:48",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001536","5209","2007-06-14","2007-07-13T10:36:58",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001633","5210","2007-06-14","2007-07-13T10:37:08",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5","High Dose","5"
"GLP003","DM","107001628","5211","2007-06-14","2007-07-26T11:41:42",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001554","5212","2007-06-14","2007-07-26T11:41:48",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001598","5213","2007-06-14","2007-07-26T11:41:53",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001555","5214","2007-06-14","2007-07-26T11:42:01",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001588","5215","2007-06-14","2007-07-26T11:42:08",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"5R","Recovery High Dose","5"
"GLP003","DM","107001374","6101","2007-06-12","2007-07-10T14:30:55",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001490","6102","2007-06-12","2007-07-10T14:31:01",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001487","6103","2007-06-12","2007-07-10T14:31:07",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001349","6104","2007-06-12","2007-07-10T14:31:12",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001358","6105","2007-06-12","2007-07-10T14:31:20",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001390","6106","2007-06-12","2007-07-10T14:31:25",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001459","6107","2007-06-12","2007-07-10T14:31:30",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001468","6108","2007-06-12","2007-07-10T14:31:35",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001360","6109","2007-06-12","2007-07-10T14:31:43",NA,"2007-04-09",64,NA,"DAYS","M",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001516","6201","2007-06-14","2007-07-12T11:04:23",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001607","6202","2007-06-14","2007-07-12T11:04:28",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001614","6203","2007-06-14","2007-06-17T11:04:10",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001580","6204","2007-06-14","2007-07-12T11:04:33",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001640","6205","2007-06-14","2007-07-12T11:04:37",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
"GLP003","DM","107001573","6206","2007-06-14","2007-07-12T11:04:43",NA,"2007-04-09",66,NA,"DAYS","F",NA,NA,NA,"1","Control Vehicle","6"
