"STUDYID","DOMAIN","USUBJID","OMSEQ","OMTESTCD","OMTEST","OMORRES","OMORRESU","OMSTRESC","OMSTRESN","OMSTRESU","OMSTAT","OMREASND","OMSPEC","OMANTREG","OMSPCCND","OMSPCUFL","OMLAT","OMDIR","OMPORTOT","OMEXCLFL","OMREASEX","OMDTC","OMDY"
"PDS2014","OM","PDS2014-0003",23,"WEIGHT","Weight","13.2848","g","13.2848",13.2848,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:07:14",30
"PDS2014","OM","PDS2014-0003",24,"WEIGHT","Weight","3.487","g","3.487",3.487,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:09:42",30
"PDS2014","OM","PDS2014-0003",25,"WEIGHT","Weight","3.481","g","3.481",3.481,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:09:57",30
"PDS2014","OM","PDS2014-0003",26,"WEIGHT","Weight","0.0164","g","0.0164",0.0164,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-09T00:00:00",30
"PDS2014","OM","PDS2014-0003",27,"WEIGHT","Weight","0.0472","g","0.0472",0.0472,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-09T00:00:00",30
"PDS2014","OM","PDS2014-0003",28,"WEIGHT","Weight","0.086","g","0.086",0.086,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:09:21",30
"PDS2014","OM","PDS2014-0003",29,"WEIGHT","Weight","0.7665","g","0.7665",0.7665,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:05:48",30
"PDS2014","OM","PDS2014-0003",30,"WEIGHT","Weight","0.4859","g","0.4859",0.4859,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:12:48",30
"PDS2014","OM","PDS2014-0004",31,"WEIGHT","Weight","2.2251","g","2.2251",2.2251,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:07:06",30
"PDS2014","OM","PDS2014-0004",32,"WEIGHT","Weight","1.5245","g","1.5245",1.5245,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:08:33",30
"PDS2014","OM","PDS2014-0004",33,"WEIGHT","Weight","10.6624","g","10.6624",10.6624,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:01:02",30
"PDS2014","OM","PDS2014-0004",34,"WEIGHT","Weight","3.1734","g","3.1734",3.1734,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:04:54",30
"PDS2014","OM","PDS2014-0004",35,"WEIGHT","Weight","3.5654","g","3.5654",3.5654,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:05:15",30
"PDS2014","OM","PDS2014-0004",36,"WEIGHT","Weight","0.0189","g","0.0189",0.0189,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-09T00:00:00",30
"PDS2014","OM","PDS2014-0004",37,"WEIGHT","Weight","0.0263","g","0.0263",0.0263,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-09T00:00:00",30
"PDS2014","OM","PDS2014-0004",38,"WEIGHT","Weight","0.0859","g","0.0859",0.0859,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:04:34",30
"PDS2014","OM","PDS2014-0004",39,"WEIGHT","Weight","0.6588","g","0.6588",0.6588,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T10:59:18",30
"PDS2014","OM","PDS2014-0004",40,"WEIGHT","Weight","0.4799","g","0.4799",0.4799,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T11:08:18",30
"PDS2014","OM","PDS2014-0005",41,"WEIGHT","Weight","2.0908","g","2.0908",2.0908,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:18:48",30
"PDS2014","OM","PDS2014-0005",42,"WEIGHT","Weight","1.4141","g","1.4141",1.4141,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:20:12",30
"PDS2014","OM","PDS2014-0005",43,"WEIGHT","Weight","9.3514","g","9.3514",9.3514,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:13:03",30
"PDS2014","OM","PDS2014-0005",44,"WEIGHT","Weight","2.7992","g","2.7992",2.7992,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:15:29",30
"PDS2014","OM","PDS2014-0005",45,"WEIGHT","Weight","3.2633","g","3.2633",3.2633,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:15:46",30
"PDS2014","OM","PDS2014-0005",46,"WEIGHT","Weight","0.0157","g","0.0157",0.0157,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-09T00:00:00",30
"PDS2014","OM","PDS2014-0005",47,"WEIGHT","Weight","0.0245","g","0.0245",0.0245,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-09T00:00:00",30
"PDS2014","OM","PDS2014-0005",48,"WEIGHT","Weight","0.0686","g","0.0686",0.0686,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:15:16",30
"PDS2014","OM","PDS2014-0005",49,"WEIGHT","Weight","0.6447","g","0.6447",0.6447,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:11:10",30
"PDS2014","OM","PDS2014-0005",50,"WEIGHT","Weight","0.5195","g","0.5195",0.5195,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-09T14:19:57",30
"PDS2014","OM","PDS2014-0006",51,"WEIGHT","Weight","2.2016","g","2.2016",2.2016,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:27:42",31
"PDS2014","OM","PDS2014-0006",52,"WEIGHT","Weight","1.4468","g","1.4468",1.4468,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:28:14",31
"PDS2014","OM","PDS2014-0006",53,"WEIGHT","Weight","8.1761","g","8.1761",8.1761,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:18:43",31
"PDS2014","OM","PDS2014-0006",54,"WEIGHT","Weight","2.7949","g","2.7949",2.7949,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:26:23",31
"PDS2014","OM","PDS2014-0006",55,"WEIGHT","Weight","3.7763","g","3.7763",3.7763,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:26:43",31
"PDS2014","OM","PDS2014-0006",56,"WEIGHT","Weight","0.0095","g","0.0095",0.0095,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0006",57,"WEIGHT","Weight","0.0167","g","0.0167",0.0167,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0006",58,"WEIGHT","Weight","0.082","g","0.082",0.082,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:25:45",31
"PDS2014","OM","PDS2014-0006",59,"WEIGHT","Weight","0.5453","g","0.5453",0.5453,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:19:14",31
"PDS2014","OM","PDS2014-0006",60,"WEIGHT","Weight","0.2831","g","0.2831",0.2831,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:28:00",31
"PDS2014","OM","PDS2014-0007",61,"WEIGHT","Weight","2.1265","g","2.1265",2.1265,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:43:54",31
"PDS2014","OM","PDS2014-0007",62,"WEIGHT","Weight","1.5127","g","1.5127",1.5127,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:44:51",31
"PDS2014","OM","PDS2014-0007",63,"WEIGHT","Weight","9.3504","g","9.3504",9.3504,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:37:12",31
"PDS2014","OM","PDS2014-0007",64,"WEIGHT","Weight","3.5138","g","3.5138",3.5138,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:42:02",31
"PDS2014","OM","PDS2014-0007",65,"WEIGHT","Weight","3.3238","g","3.3238",3.3238,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:42:30",31
"PDS2014","OM","PDS2014-0007",66,"WEIGHT","Weight","0.0125","g","0.0125",0.0125,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0007",67,"WEIGHT","Weight","0.0324","g","0.0324",0.0324,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0007",68,"WEIGHT","Weight","0.0913","g","0.0913",0.0913,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:40:32",31
"PDS2014","OM","PDS2014-0007",69,"WEIGHT","Weight","0.5854","g","0.5854",0.5854,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:39:46",31
"PDS2014","OM","PDS2014-0007",70,"WEIGHT","Weight","0.2896","g","0.2896",0.2896,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:44:36",31
"PDS2014","OM","PDS2014-0008",71,"WEIGHT","Weight","2.0869","g","2.0869",2.0869,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:25:50",31
"PDS2014","OM","PDS2014-0008",72,"WEIGHT","Weight","1.3669","g","1.3669",1.3669,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:26:24",31
"PDS2014","OM","PDS2014-0008",73,"WEIGHT","Weight","13.3327","g","13.3327",13.3327,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:20:22",31
"PDS2014","OM","PDS2014-0008",74,"WEIGHT","Weight","2.7755","g","2.7755",2.7755,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:22:54",31
"PDS2014","OM","PDS2014-0008",75,"WEIGHT","Weight","3.5568","g","3.5568",3.5568,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:23:50",31
"PDS2014","OM","PDS2014-0008",76,"WEIGHT","Weight","0.0151","g","0.0151",0.0151,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0008",77,"WEIGHT","Weight","0.0269","g","0.0269",0.0269,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0008",78,"WEIGHT","Weight","0.0739","g","0.0739",0.0739,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:22:33",31
"PDS2014","OM","PDS2014-0008",79,"WEIGHT","Weight","0.6148","g","0.6148",0.6148,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:22:07",31
"PDS2014","OM","PDS2014-0008",80,"WEIGHT","Weight","0.227","g","0.227",0.227,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T10:26:12",31
"PDS2014","OM","PDS2014-0009",81,"WEIGHT","Weight","2.0489","g","2.0489",2.0489,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:43:27",31
"PDS2014","OM","PDS2014-0009",82,"WEIGHT","Weight","1.0978","g","1.0978",1.0978,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:45:40",31
"PDS2014","OM","PDS2014-0009",83,"WEIGHT","Weight","5.9919","g","5.9919",5.9919,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:39:22",31
"PDS2014","OM","PDS2014-0009",84,"WEIGHT","Weight","1.7533","g","1.7533",1.7533,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:42:22",31
"PDS2014","OM","PDS2014-0009",85,"WEIGHT","Weight","2.9118","g","2.9118",2.9118,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:42:36",31
"PDS2014","OM","PDS2014-0009",86,"WEIGHT","Weight","0.013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0009",87,"WEIGHT","Weight","0.0286","g","0.0286",0.0286,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-01-10T00:00:00",31
"PDS2014","OM","PDS2014-0009",88,"WEIGHT","Weight","0.072","g","0.072",0.072,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:41:22",31
"PDS2014","OM","PDS2014-0009",89,"WEIGHT","Weight","0.4314","g","0.4314",0.4314,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:41:02",31
"PDS2014","OM","PDS2014-0009",90,"WEIGHT","Weight","0.2416","g","0.2416",0.2416,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-10T13:45:29",31
"PDS2014","OM","PDS2014-0010",91,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",92,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","HEART",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",93,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","LIVER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",94,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",95,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",96,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",97,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",98,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",99,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0010",100,"WEIGHT","Weight",NA,NA,NA,NA,NA,"NOT DONE","perfusion animal","THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDS2014","OM","PDS2014-0011",101,"WEIGHT","Weight","2.3233","g","2.3233",2.3233,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:56:30",58
"PDS2014","OM","PDS2014-0011",102,"WEIGHT","Weight","1.6942","g","1.6942",1.6942,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:57:44",58
"PDS2014","OM","PDS2014-0011",103,"WEIGHT","Weight","10.5508","g","10.5508",10.5508,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:52:27",58
"PDS2014","OM","PDS2014-0011",104,"WEIGHT","Weight","3.2246","g","3.2246",3.2246,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:54:57",58
"PDS2014","OM","PDS2014-0011",105,"WEIGHT","Weight","3.6361","g","3.6361",3.6361,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:55:25",58
"PDS2014","OM","PDS2014-0011",106,"WEIGHT","Weight","0.0175","g","0.0175",0.0175,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-02-06T00:00:00",58
"PDS2014","OM","PDS2014-0011",107,"WEIGHT","Weight","0.0448","g","0.0448",0.0448,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-02-06T00:00:00",58
"PDS2014","OM","PDS2014-0011",108,"WEIGHT","Weight","0.0688","g","0.0688",0.0688,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:54:37",58
"PDS2014","OM","PDS2014-0011",109,"WEIGHT","Weight","0.7383","g","0.7383",0.7383,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:51:00",58
"PDS2014","OM","PDS2014-0011",110,"WEIGHT","Weight","0.374","g","0.374",0.374,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T08:57:33",58
"PDS2014","OM","PDS2014-0012",111,"WEIGHT","Weight","2.3403","g","2.3403",2.3403,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:42:40",58
"PDS2014","OM","PDS2014-0012",112,"WEIGHT","Weight","1.6835","g","1.6835",1.6835,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:43:25",58
"PDS2014","OM","PDS2014-0012",113,"WEIGHT","Weight","11.2931","g","11.2931",11.2931,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:38:18",58
"PDS2014","OM","PDS2014-0012",114,"WEIGHT","Weight","3.1862","g","3.1862",3.1862,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:39:56",58
"PDS2014","OM","PDS2014-0012",115,"WEIGHT","Weight","3.6185","g","3.6185",3.6185,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:40:26",58
"PDS2014","OM","PDS2014-0012",116,"WEIGHT","Weight","0.0173","g","0.0173",0.0173,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-02-06T00:00:00",58
"PDS2014","OM","PDS2014-0012",117,"WEIGHT","Weight","0.0386","g","0.0386",0.0386,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-02-06T00:00:00",58
"PDS2014","OM","PDS2014-0012",118,"WEIGHT","Weight","0.0774","g","0.0774",0.0774,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:39:43",58
"PDS2014","OM","PDS2014-0012",119,"WEIGHT","Weight","0.8062","g","0.8062",0.8062,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:37:11",58
"PDS2014","OM","PDS2014-0012",120,"WEIGHT","Weight","0.2374","g","0.2374",0.2374,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T09:43:15",58
"PDS2014","OM","PDS2014-0013",121,"WEIGHT","Weight","2.1581","g","2.1581",2.1581,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T11:01:59",58
"PDS2014","OM","PDS2014-0013",122,"WEIGHT","Weight","1.5345","g","1.5345",1.5345,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T11:02:56",58
"PDS2014","OM","PDS2014-0013",123,"WEIGHT","Weight","9.5001","g","9.5001",9.5001,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T10:58:33",58
"PDS2014","OM","PDS2014-0013",124,"WEIGHT","Weight","2.9252","g","2.9252",2.9252,"g",NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T11:00:14",58
"PDS2014","OM","PDS2014-0013",125,"WEIGHT","Weight","4.0259","g","4.0259",4.0259,"g",NA,NA,"TESTIS",NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-06T11:00:31",58
"PDS2014","OM","PDS2014-0013",126,"WEIGHT","Weight","0.0163","g","0.0163",0.0163,"g",NA,NA,"GLAND, PITUITARY",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-02-06T00:00:00",58
"PDS2014","OM","PDS2014-0013",127,"WEIGHT","Weight","0.0403","g","0.0403",0.0403,"g",NA,NA,"GLAND, THYROID",NA,"FIXED",NA,NA,NA,NA,NA,NA,"2011-02-06T00:00:00",58
