"STUDYID","DOMAIN","USUBJID","POOLID","LBSEQ","LBGRPID","LBREFID","LBSPID","LBTESTCD","LBTEST","LBCAT","LBSCAT","LBORRES","LBORRESU","LBORNRLO","LBORNRHI","LBSTRESC","LBSTRESN","LBSTRESU","LBSTNRLO","LBSTNRHI","LBSTNRC","LBNRIND","LBSTAT","LBREASND","LBNAM","LBSPEC","LBANTREG","LBSPCCND","LBSPCUFL","LBLOC","LBLAT","LBDIR","LBPORTOT","LBMETHOD","LBBLFL","LBFAST","LBDRVFL","LBTOX","LBTOXGR","LBEXCLFL","LBREASEX","VISITDY","LBDTC","LBENDTC","LBDY","LBENDY","LBTPT","LBTPTNUM","LBELTM","LBTPTREF","LBRFTDTC"
"PDS2014","LB","PDS2014-0001",NA,11,NA,NA,NA,"VOLUME","Volume","URINALYSIS",NA,"9","mL",NA,NA,"9",9,"mL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,12,NA,NA,NA,"CASULPH","Calcium Sulphate","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,13,NA,NA,NA,"ALBGLOB","Albumin/Globulin","URINALYSIS",NA,"1.98","RATIO",NA,NA,"1.98",1.98,"RATIO",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,14,NA,NA,NA,"COLOR","Color","URINALYSIS",NA,"L-YEL",NA,NA,NA,"L-YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,15,NA,NA,NA,"KETONES","Ketones","URINALYSIS",NA,"15","mg/dL",NA,NA,"15",15,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,16,NA,NA,NA,"SPERM","Spermatozoa","URINALYSIS",NA,"2",NA,NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,17,NA,NA,NA,"CSWAX","Waxy Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,18,NA,NA,NA,"CYCACAR","Calcium Carbonate Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,19,NA,NA,NA,"CYURIAC","Uric Acid Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,20,NA,NA,NA,"RBC","Erythrocytes","URINALYSIS",NA,"1",NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,21,NA,NA,NA,"YEAST","Yeast Cells","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,22,NA,NA,NA,"CSEPI","Epithelial Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,23,NA,NA,NA,"WBC","Leukocytes","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,24,NA,NA,NA,"FATDROP","Fat Droplet","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,25,NA,NA,NA,"EPITUCE","Tubular Epithelial Cells","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,26,NA,NA,NA,"CSGRAN","Granular Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,27,NA,NA,NA,"EPIC","Epithelial Cells","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,28,NA,NA,NA,"CYCYSTIN","Cystine Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,29,NA,NA,NA,"CYSTARCH","Starch Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,30,NA,NA,NA,"CYCAOXA","Calcium Oxalate Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,31,NA,NA,NA,"CSFAT","Fatty Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,32,NA,NA,NA,"AMORPHSD","Amorphous Sediment","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,33,NA,NA,NA,"GLOBUL","Globulin","URINALYSIS",NA,"1.98","g/dL",NA,NA,"1.98",1.98,"g/dL",NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,34,NA,NA,NA,"CSWBC","WBC Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,35,NA,NA,NA,"CYCHOL","Cholesterol Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,36,NA,NA,NA,"CSHYAL","Hyaline Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,37,NA,NA,NA,"CYBILI","Bilirubin Crystals","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,38,NA,NA,NA,"CYTRPHOS","Triple Phosphate Crystals","URINALYSIS",NA,"4",NA,NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,39,NA,NA,NA,"CSRBC","RBC Casts","URINALYSIS",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"URINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:14:04",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,40,NA,NA,NA,"ALT","Alanine Aminotransferase","CLINICAL CHEMISTRY",NA,"38.4","U/L",NA,NA,"38.4",38.4,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,41,NA,NA,NA,"GLUC","Glucose","CLINICAL CHEMISTRY",NA,"73","mg/dL",NA,NA,"73",73,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,42,NA,NA,NA,"TRIG","Triglycerides","CLINICAL CHEMISTRY",NA,"23.4","mg/dL",NA,NA,"23.4",23.4,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,43,NA,NA,NA,"BILI","Bilirubin","CLINICAL CHEMISTRY",NA,"0.103","mg/dL",NA,NA,"0.103",0.103,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,44,NA,NA,NA,"K","Potassium","CLINICAL CHEMISTRY",NA,"5.95","mmol/L",NA,NA,"5.95",5.95,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,45,NA,NA,NA,"ALB","Albumin","CLINICAL CHEMISTRY",NA,"3.82","g/dL",NA,NA,"3.82",3.82,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,46,NA,NA,NA,"AST","Aspartate Aminotransferase","CLINICAL CHEMISTRY",NA,"136.4","U/L",NA,NA,"136.4",136.4,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,47,NA,NA,NA,"CL","Chloride","CLINICAL CHEMISTRY",NA,"98.2","mmol/L",NA,NA,"98.2",98.2,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,48,NA,NA,NA,"GLOBUL","Globulin","CLINICAL CHEMISTRY",NA,"1.98","g/dL",NA,NA,"1.98",1.98,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,49,NA,NA,NA,"CHOL","Cholesterol","CLINICAL CHEMISTRY",NA,"48","mg/dL",NA,NA,"48",48,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,50,NA,NA,NA,"GGT","Gamma Glutamyl Transferase","CLINICAL CHEMISTRY",NA,"HS","U/L",NA,NA,"HS",NA,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,51,NA,NA,NA,"PHOS","Phosphate","CLINICAL CHEMISTRY",NA,"7.46","mg/dL",NA,NA,"7.46",7.46,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,52,NA,NA,NA,"ALP","Alkaline Phosphatase","CLINICAL CHEMISTRY",NA,"162.6","U/L",NA,NA,"162.6",162.6,"U/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,53,NA,NA,NA,"CA","Calcium","CLINICAL CHEMISTRY",NA,"10.03","mg/dL",NA,NA,"10.03",10.03,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,54,NA,NA,NA,"SODIUM","Sodium","CLINICAL CHEMISTRY",NA,"141","mmol/L",NA,NA,"141",141,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,55,NA,NA,NA,"PROT","Protein","CLINICAL CHEMISTRY",NA,"5.75","g/dL",NA,NA,"5.75",5.75,"g/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,56,NA,NA,NA,"BUN","Blood Urea Nitrogen","CLINICAL CHEMISTRY",NA,"11.7","mg/dL",NA,NA,"11.7",11.7,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,57,NA,NA,NA,"ALBGLOB","Albumin/Globulin","CLINICAL CHEMISTRY",NA,"1.98","RATIO",NA,NA,"1.98",1.98,"RATIO",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,58,NA,NA,NA,"CREAT","Creatinine","CLINICAL CHEMISTRY",NA,"0.27","mg/dL",NA,NA,"0.27",0.27,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:18",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,59,NA,NA,NA,"ALBGLOB","Albumin/Globulin","COAGULATION",NA,"1.98","RATIO",NA,NA,"1.98",1.98,"RATIO",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:21",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,60,NA,NA,NA,"GLOBUL","Globulin","COAGULATION",NA,"1.98","g/dL",NA,NA,"1.98",1.98,"g/dL",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:21",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,61,NA,NA,NA,"APTT","Activated Partial Thromboplastin Time","COAGULATION",NA,"16.1","sec",NA,NA,"16.1",16.1,"sec",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:21",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,62,NA,NA,NA,"FIBRINO","Fibrinogen","COAGULATION",NA,"151","mg/dL",NA,NA,"151",151,"mg/dL",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:21",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,63,NA,NA,NA,"PT","Prothrombin Time","COAGULATION",NA,"12.5","sec",NA,NA,"12.5",12.5,"sec",NA,NA,NA,NA,NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:34:21",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,64,NA,NA,NA,"FATACFR","Free Fatty Acid","CLINICAL CHEMISTRY",NA,"0.44","mmol/L",NA,NA,"0.44",0.44,"mmol/L",NA,NA,NA,NA,NA,NA,NA,"SERUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T09:40:57",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,65,NA,NA,NA,"MONOCE","Monocytes/Total Cells","HEMATOLOGY",NA,"1.9","%",NA,NA,"1.9",1.9,"%",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:33:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,66,NA,NA,NA,"HPOCROM","Hypochromia","HEMATOLOGY",NA,"0",NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:33:26",NA,30,NA,NA,NA,NA,NA,NA
"PDS2014","LB","PDS2014-0001",NA,67,NA,NA,NA,"RETI","Reticulocytes","HEMATOLOGY",NA,"133.2","10^9/L",NA,NA,"133.2",133.2,"10^9/L",NA,NA,NA,NA,NA,NA,NA,"WHOLE BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T07:33:26",NA,30,NA,NA,NA,NA,NA,NA
